Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2019-03-14 06:20:21,false,"Cambridge - Running","8.06","659","00:56:06","152","171","3.9","169","176","6:58","5:56","54","48","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:24.15","9","0.0","00:55:29","01:00:44","2","42"
Running,2019-03-13 18:46:32,false,"Boston - Running","2.59","240","00:18:52","161","186","3.1","169","176","7:16","6:28","49","42","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","04:07.46","3","0.0","00:18:39","00:20:34","3","62"
Treadmill Running,2019-03-13 17:47:26,false,"Treadmill Running","7.49","579","00:43:36","169","187","4.8","174","196","5:49","4:29","--","--","1.57","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:04.88","15","0.0","00:42:19","00:43:36","--","--"
Running,2019-03-13 17:13:14,false,"Cambridge - Running","2.50","192","00:16:50","147","173","2.6","170","180","6:44","6:06","45","48","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:06.24","3","0.0","00:16:39","00:17:38","3","62"
Running,2019-03-12 18:09:08,false,"Boston - Running","10.29","916","01:08:15","169","193","5.0","168","188","6:38","4:26","148","161","1.44","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:22.88","22","0.0","01:07:02","01:13:58","7","89"
Running,2019-03-11 06:20:09,false,"Cambridge - Running","8.17","707","00:58:07","155","168","4.1","171","199","7:07","5:47","117","117","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:10.65","9","0.0","00:57:29","01:07:03","3","63"
Running,2019-03-10 17:08:43,false,"Cambridge - Running","4.10","334","00:27:55","153","177","3.2","167","172","6:49","6:17","43","46","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:40.56","5","0.0","00:27:36","00:27:55","4","46"
Running,2019-03-10 09:31:10,false,"Boston - Running","3.55","322","00:23:58","168","181","3.5","168","181","6:45","6:24","36","33","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:40.78","4","0.0","00:23:44","00:24:01","3","46"
Treadmill Running,2019-03-10 09:20:49,false,"Treadmill Running","1.22","104","00:08:08.0","163","169","2.3","168","172","6:38","5:24","--","--","1.45","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:28.10","2","0.0","00:08:02","00:08:08.0","--","--"
Running,2019-03-10 08:03:17,false,"Cambridge - Running","9.17","669","00:52:49","161","185","4.5","174","186","5:46","4:46","42","46","1.60","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:04.91","12","0.0","00:52:17","01:07:57","3","62"
Running,2019-03-09 13:25:33,false,"Cambridge - Running","8.02","712","00:54:30","162","175","4.7","169","184","6:48","4:35","53","53","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:21.84","18","0.0","00:53:38","00:55:01","--","13"
Running,2019-03-08 17:46:04,false,"Cambridge - Running","10.01","932","01:09:56","163","187","5.0","167","182","6:59","6:17","45","41","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:02.73","11","0.0","01:09:13","01:23:56","3","47"
Running,2019-03-07 06:26:59,false,"Cambridge - Running","8.01","654","00:55:15","149","172","3.7","171","178","6:54","5:56","70","64","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:05.11","9","0.0","00:54:45","00:55:27","4","78"
Running,2019-03-06 18:39:38,false,"Boston - Running","2.47","222","00:18:19","150","171","2.8","166","182","7:26","6:30","56","50","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:21.23","3","0.0","00:17:54","00:20:06","7","62"
Treadmill Running,2019-03-06 17:38:35,false,"Treadmill Running","5.71","453","00:36:12","157","165","3.6","171","245","6:20","4:17","--","--","1.46","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:04.13","14","0.0","00:32:45","00:45:04","--","--"
Running,2019-03-06 17:01:08,false,"Cambridge - Running","3.02","217","00:20:33","136","160","2.4","167","178","6:48","6:07","41","45","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:10.83","4","0.0","00:20:16","00:21:24","3","62"
Running,2019-03-05 18:25:08,false,"Cambridge - Running","7.43","638","00:51:33","155","177","4.1","167","182","6:56","4:32","91","92","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:34.44","8","0.0","00:51:00","00:53:45","4","62"
Running,2019-03-04 18:08:45,false,"Cambridge - Running","9.45","765","01:06:30","149","176","3.5","166","177","7:02","6:18","160","163","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:02.45","10","0.0","01:06:02","01:09:20","5","172"
Running,2019-03-03 07:47:43,false,"Cambridge - Running","16.19","1,317","01:46:09","162","184","5.0","169","180","6:33","4:54","99","97","1.45","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:27.49","17","0.0","01:45:10","01:47:18","3","62"
Running,2019-03-02 12:02:21,false,"Boston - Running","7.93","697","01:00:24","150","170","3.7","167","240","7:37","4:10","7","7","1.26","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:20.40","16","0.0","00:59:36","01:03:49","3","17"
Treadmill Running,2019-03-02 11:51:44,false,"Treadmill Running","0.85","66","00:05:51.8","143","151","1.7","165","169","6:55","6:33","--","--","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","1","0.0","00:05:51","00:05:51.8","--","--"
Running,2019-03-01 17:35:06,false,"Cambridge - Running","10.03","901","01:08:56","164","193","5.0","165","174","6:53","6:05","45","48","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:08.41","11","0.0","01:08:17","01:13:19","7","23"
Running,2019-02-28 18:11:39,false,"Cambridge - Running","8.55","708","00:58:27","155","166","4.2","167","176","6:50","6:09","297","300","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","03:39.46","9","0.0","00:58:01","00:58:39","7","293"
Running,2019-02-27 18:42:27,false,"Boston Running","2.51","226","00:18:10","157","181","3.0","165","174","7:15","6:22","55","48","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:00.64","3","0.0","00:17:55","00:20:14","3","62"
Treadmill Running,2019-02-27 17:48:23,false,"Treadmill Running","6.08","426","00:35:59","152","167","3.4","174","191","5:55","4:17","--","--","1.55","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:04.86","12","0.0","00:34:02","00:35:59","--","--"
Running,2019-02-27 16:57:20,false,"Cambridge Running","2.74","219","00:18:14","153","185","2.9","166","176","6:39","5:38","38","45","1.46","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:29.37","3","0.0","00:18:05","00:19:09","4","62"
Running,2019-02-26 18:13:42,false,"Cambridge Running","8.13","616","00:55:57","148","172","3.8","166","174","6:53","6:17","38","38","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:15.73","9","0.0","00:55:34","00:59:05","3","34"
Running,2019-02-24 08:32:35,false,"Boston Running","19.84","1,592","02:19:00","160","182","4.7","167","184","7:00","5:10","1,020","1,009","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","01:49.94","27","0.0","02:17:00","02:27:03","36","247"
Running,2019-02-23 09:02:12,false,"Boston Running","10.02","956","01:14:46","165","186","5.0","167","192","7:28","3:52","290","317","1.29","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:11.07","11","0.0","01:12:04","01:22:03","52","214"
Running,2019-02-22 17:24:08,false,"Boston Running","6.99","713","00:53:16","164","191","4.8","168","178","7:37","5:38","155","179","1.26","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:23.17","7","0.0","00:52:42","00:58:12","--","116"
Running,2019-02-22 06:59:40,false,"Cambridge Running","1.11","99","00:08:37.6","143","177","2.0","168","178","7:47","5:45","10","--","1.23","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:51.94","2","0.0","00:08:28","00:15:13","13","23"
Running,2019-02-21 17:59:38,false,"Needham Running","5.53","458","00:39:15","146","170","3.3","165","177","7:06","6:33","111","102","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:51.01","6","0.0","00:38:58","00:40:29","79","161"
Running,2019-02-20 18:42:45,false,"Boston Running","2.55","242","00:19:30","151","157","2.8","166","174","7:39","6:55","51","46","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:16.39","3","0.0","00:19:20","00:19:51","4","62"
Treadmill Running,2019-02-20 17:47:30,false,"Treadmill Running","6.96","530","00:42:57","154","180","3.6","172","210","6:11","4:17","--","--","1.50","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:45.87","18","0.0","00:39:15","00:42:57","--","--"
Running,2019-02-20 17:19:52,false,"Cambridge Running","2.55","200","00:16:20","150","164","2.6","167","174","6:25","5:54","49","52","1.50","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","05:30.75","3","0.0","00:16:14","00:17:28","3","62"
Running,2019-02-18 17:47:50,false,"Cambridge Running","8.03","507","00:55:29","133","169","2.4","166","180","6:55","6:21","150","153","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:40.48","9","0.0","00:54:52","00:59:47","4","165"
Running,2019-02-17 14:39:26,false,"Cambridge Running","2.01","158","00:13:59","146","168","2.4","165","172","6:58","6:18","13","10","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:42.32","3","0.0","00:13:51","00:21:39","10","25"
Running,2019-02-17 10:30:08,false,"Boston Running","2.04","163","00:14:03","147","154","2.4","168","178","6:52","6:07","2","--","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:41.27","3","0.0","00:13:56","00:14:13","10","16"
Running,2019-02-16 12:53:09,false,"Boston Running","5.13","449","00:34:30","165","182","4.0","166","174","6:44","6:06","18","18","1.44","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:25.64","6","0.0","00:34:12","00:34:32","3","18"
Running,2019-02-13 18:32:24,false,"Boston Running","2.45","247","00:18:37","164","187","3.2","166","176","7:36","6:52","52","47","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:17.70","3","0.0","00:18:23","00:20:27","4","62"
Treadmill Running,2019-02-13 17:47:11,false,"Treadmill Running","5.52","470","00:32:33","175","200","4.8","174","187","5:54","4:50","--","--","1.57","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","02:18.64","12","0.0","00:31:50","00:32:33","--","--"
Running,2019-02-13 17:11:36,false,"Cambridge Running","2.45","212","00:17:21","152","169","2.8","166","177","7:05","6:16","47","51","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:04.84","3","0.0","00:17:12","00:17:55","3","62"
Treadmill Running,2019-02-09 20:57:31,false,"Treadmill Running","0.51","56","00:06:03.2","126","143","1.3","148","239","11:50","3:55","--","--","0.92","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:01.89","2","0.0","00:04:21","00:06:03.2","--","--"
Running,2019-02-09 20:33:48,false,"Boston Running","2.02","176","00:15:25","141","150","2.3","165","172","7:38","6:46","25","39","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:29.55","3","0.0","00:15:21","00:15:38","14","48"
Running,2019-02-08 19:15:03,false,"Boston Running","2.01","179","00:15:49","141","156","2.3","167","174","7:53","7:01","4","4","1.22","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:44.31","3","0.0","00:15:36","00:15:54","7","13"
Treadmill Running,2019-02-08 19:01:28,false,"Treadmill Running","0.44","37","00:03:44.6","135","147","1.3","158","199","8:29","3:34","--","--","1.17","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:09.71","7","0.0","00:02:31","00:03:44.6","--","--"
Running,2019-02-08 18:05:48,false,"Boston Running","2.04","164","00:14:54","139","150","2.2","165","174","7:18","6:41","--","--","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:03.24","3","0.0","00:14:45","00:15:03","7","10"
Running,2019-02-07 19:08:51,false,"Cambridge Running","7.01","576","00:49:34","148","178","3.6","164","170","7:04","6:38","75","78","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:54.01","8","0.0","00:48:58","00:51:07","7","62"
Running,2019-02-06 18:22:42,false,"Boston Running","3.09","315","00:23:26","165","195","3.4","166","176","7:35","6:56","55","55","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:21.71","4","0.0","00:23:08","00:23:30","4","62"
Indoor Running,2019-02-06 17:32:59,false,"Treadmill Running","3.37","342","00:24:33","172","191","3.8","170","202","7:17","3:45","--","--","1.27","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:30.34","14","0.0","00:20:02","00:24:33","--","--"
Running,2019-02-06 16:51:37,false,"Cambridge Running","2.38","200","00:16:27","151","172","2.7","168","178","6:55","6:11","30","34","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:47.30","3","0.0","00:16:19","00:17:59","10","52"
Running,2019-02-05 18:39:49,false,"Cambridge Running","9.01","818","01:02:17","159","192","4.8","166","176","6:55","6:17","24","24","1.40","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:38.59","10","0.0","01:01:43","01:03:17","3","33"
Running,2019-02-04 17:47:23,false,"Boston Running","8.04","659","01:01:57","138","185","2.9","163","174","7:43","6:38","391","387","1.28","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:19.73","9","0.0","01:01:05","01:08:07","--","259"
Running,2019-02-03 13:48:05,false,"Cambridge Running","17.01","1,301","01:39:17","164","191","5.0","171","192","5:50","5:06","134","140","1.61","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","05:23.86","18","0.0","01:38:31","01:42:40","--","52"
Running,2019-02-02 11:02:31,false,"Boston Running","1.09","103","00:08:42.7","144","154","2.0","173","180","8:01","7:02","--","--","1.16","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","08:03.75","2","0.0","00:08:35","00:08:54.9","10","20"
Running,2019-02-02 09:53:45,false,"Boston Running","1.84","182","00:13:50","161","169","2.8","170","182","7:32","6:56","5","7","1.25","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","07:32.26","2","0.0","00:13:44","00:14:03","3","14"
Running,2019-02-02 09:03:12,false,"Boston Running","6.21","494","00:38:41","159","175","3.8","175","210","6:14","3:43","6","7","1.45","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:31.37","20","0.0","00:36:36","00:40:43","7","10"
Running,2019-02-02 08:20:49,false,"Cambridge Running","3.14","263","00:21:57","147","175","2.9","170","178","7:00","6:09","36","41","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:35.68","4","0.0","00:21:45","00:22:07","3","62"
Running,2019-02-01 17:25:31,false,"Cambridge Running","11.03","1,024","01:15:23","161","182","5.0","167","174","6:50","6:24","108","113","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","04:59.42","12","0.0","01:14:43","01:17:49","4","62"
Running,2019-01-31 18:26:28,false,"Needham Running","13.03","999","01:22:15","151","178","4.2","170","182","6:19","5:47","386","384","1.50","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","05:36.29","14","0.0","01:21:27","01:25:07","80","250"
Running,2019-01-30 18:11:02,false,"Boston Running","4.01","353","00:28:03","153","182","3.3","167","174","7:00","6:05","52","52","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:21.34","5","0.0","00:27:39","00:29:13","3","62"
Treadmill Running,2019-01-30 17:29:08,false,"Treadmill Running","3.25","321","00:27:28","151","166","3.0","162","236","8:28","3:14","--","--","1.13","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:29.37","20","0.0","00:20:07","00:27:28","--","--"
Running,2019-01-30 16:55:46,false,"Cambridge Running","2.38","177","00:16:06","139","147","2.3","169","180","6:46","6:09","42","45","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","06:41.21","3","0.0","00:15:49","00:16:29","3","62"
Running,2019-01-29 17:46:55,false,"Boston Running","10.01","772","01:12:26","150","177","3.6","167","192","7:14","5:43","302","300","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","11","0.0","01:11:28","01:27:20","7","184"
Running,2019-01-28 18:45:48,false,"Cambridge Running","9.03","624","01:01:46","138","166","3.0","166","173","6:50","6:07","288","291","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","10","0.0","01:01:02","01:04:30","7","294"
Running,2019-01-27 09:57:15,false,"Cambridge Running","17.52","1,083","02:03:58","133","178","4.1","167","182","7:05","6:05","213","200","1.36","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","18","0.0","02:02:17","02:12:56","--","85"
Running,2019-01-26 12:41:46,false,"Cambridge Running","10.01","693","01:02:47","143","168","3.3","171","186","6:16","5:06","12","15","1.50","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","15","0.0","01:02:07","01:04:39","7","25"
Running,2019-01-25 16:37:59,false,"Cambridge Running","4.01","322","00:27:57","145","174","3.0","167","174","6:58","6:32","31","30","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","5","0.0","00:27:32","00:29:56","8","25"
Running,2019-01-25 06:20:55,false,"Cambridge Running","7.03","626","00:50:00","155","178","4.0","167","177","7:07","6:35","96","94","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","8","0.0","00:49:30","00:54:03","3","62"
Running,2019-01-24 19:17:02,false,"Cambridge Running","9.00","553","01:05:06","130","147","2.3","164","174","7:14","6:29","58","57","1.36","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","10","0.0","01:04:36","01:05:31","7","55"
Running,2019-01-23 18:37:32,false,"Boston Running","3.51","348","00:26:29","162","180","3.4","170","192","7:32","6:38","39","37","1.26","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","4","0.0","00:26:10","00:27:08","4","62"
Treadmill Running,2019-01-23 17:51:04,false,"Treadmill Running","6.25","514","00:37:39","168","191","4.4","174","189","6:02","4:38","--","--","1.52","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","20","0.0","00:36:01","00:37:39","--","--"
Running,2019-01-23 17:16:24,false,"Cambridge Running","2.71","194","00:19:20","133","174","2.2","169","180","7:08","5:54","40","43","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","3","0.0","00:19:07","00:19:57","3","62"
Running,2019-01-22 17:09:57,false,"Needham Running","10.02","975","01:13:18","161","184","5.0","169","184","7:19","5:41","257","258","1.30","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","11","0.0","01:12:21","01:19:05","82","170"
Running,2019-01-21 13:02:02,false,"Cambridge Running","9.03","769","01:02:32","151","164","3.9","168","180","6:55","6:24","163","167","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","10","0.0","01:01:56","01:08:25","5","165"
Running,2019-01-20 13:09:06,false,"Cambridge Running","16.01","1,422","01:43:04","166","192","5.0","171","180","6:26","5:46","379","369","1.46","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","17","0.0","01:42:03","01:49:34","4","260"
Running,2019-01-19 08:10:51,false,"Boston Running","9.04","726","01:03:35","145","177","3.5","171","188","7:02","4:25","63","63","1.34","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","19","0.0","01:02:04","01:05:30","3","36"
Running,2019-01-18 16:19:48,false,"Needham Running","7.38","565","00:50:00","144","173","3.4","169","186","6:47","6:06","141","157","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","8","0.0","00:49:32","00:50:00","73","131"
Running,2019-01-18 06:18:27,false,"Cambridge Running","4.01","341","00:29:11","146","167","3.0","168","174","7:16","6:22","10","14","1.31","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","5","0.0","00:28:50","00:29:15","7","26"
Running,2019-01-17 18:53:04,false,"Cambridge Running","8.05","667","00:56:13","151","169","3.8","166","174","6:59","6:27","58","58","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","9","0.0","00:55:48","00:58:15","4","40"
Running,2019-01-16 18:36:30,false,"Boston Running","4.02","405","00:28:55","169","183","3.9","166","178","7:11","6:22","56","50","1.35","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","5","0.0","00:28:37","00:29:48","4","62"
Treadmill Running,2019-01-16 17:46:29,false,"Treadmill Running","5.32","440","00:36:05","153","178","3.3","169","221","6:47","3:45","--","--","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","20","0.0","00:31:57","00:36:05","--","--"
Running,2019-01-16 17:12:03,false,"Cambridge Running","3.01","228","00:21:03","136","149","2.4","166","176","7:00","6:26","43","50","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","4","0.0","00:20:54","00:22:19","3","62"
Running,2019-01-15 06:26:19,false,"Cambridge Running","9.02","804","01:02:59","156","176","4.4","168","178","6:59","3:19","94","96","1.37","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","10","0.0","01:02:59","01:05:07","2","62"
Running,2019-01-14 18:30:17,false,"Needham Running","8.51","675","00:58:02","147","174","3.6","166","178","6:49","6:06","210","206","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","9","0.0","00:57:58","01:02:00","79","164"
Running,2019-01-13 15:57:09,false,"Cambridge Running","15.05","1,258","01:45:14","154","179","4.5","167","179","7:00","6:27","147","144","1.38","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","16","0.0","01:45:10","01:50:56","--","62"
Running,2019-01-12 10:13:47,false,"Boston Running","1.07","110","00:08:26.4","161","174","2.3","169","176","7:55","7:12","--","--","1.20","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","2","0.0","00:08:26","00:08:29.3","10","20"
Running,2019-01-12 09:09:46,false,"Boston Running","1.82","178","00:14:09","152","166","2.5","167","174","7:47","7:00","3","6","1.24","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","2","0.0","00:14:09","00:14:25","3","13"
Treadmill Running,2019-01-12 07:56:20,false,"Treadmill Running","7.22","670","01:00:34","159","183","4.2","147","210","8:23","2:55","--","--","1.25","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","36","0.0","00:55:23","01:00:34","--","--"
Running,2019-01-12 07:24:04,false,"Cambridge Running","2.60","228","00:16:38","162","180","3.0","169","174","6:24","6:07","46","54","1.49","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","3","0.0","00:16:37","00:16:44","3","62"
Running,2019-01-11 18:00:45,false,"Cambridge Running","7.01","592","00:48:11","149","166","3.5","165","176","6:53","6:13","62","65","1.42","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","8","0.0","00:48:03","00:51:13","7","52"
Running,2019-01-11 06:29:47,false,"Cambridge Running","4.02","313","00:29:26","135","153","2.4","167","176","7:19","6:42","21","25","1.32","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","5","0.0","00:29:24","00:29:29","4","29"
Running,2019-01-10 18:51:13,false,"Cambridge Running","8.15","701","00:57:18","150","170","3.8","165","174","7:02","6:13","110","107","1.39","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","9","0.0","00:57:10","01:13:06","10","70"
Running,2019-01-09 18:38:26,false,"Boston Running","2.50","190","00:18:10","132","177","2.1","167","176","7:16","2:52","57","51","1.33","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","3","0.0","00:18:11","00:18:19","4","62"
Treadmill Running,2019-01-09 17:53:01,false,"Treadmill Running","4.64","324","00:29:04","141","163","2.6","171","201","6:16","3:54","--","--","1.49","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","15","0.0","00:27:47","00:30:58","--","--"
Running,2019-01-09 17:09:43,false,"Cambridge Running","3.03","242","00:21:00","142","153","2.6","165","173","6:56","5:59","56","59","1.41","0.0","0.0","0","0.0","0","0","0.0","0.0","0","0","--","0:00","0.0","0:00","No","00:00.00","4","0.0","00:21:00","00:21:47","3","62"
